%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1583763060239249689,21,1583763053922547123,,2,/record_1583763049030277011,Subscribing to /rosout,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060239735341,22,1583763054296142951,,2,/record_1583763049030277011,Subscribing to /odometry_calibrated/parameter_descriptions,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060239849255,8,1583763027097459077,,2,/controller_spawner,Started controllers: robomuse_diff, robomuse,spawner,main,201,/rosout
1583763060240118356,0,1583763024637940509,,4,/robot_state_publisher,The 'state_publisher' executable is deprecated. Please use 'robot_state_publisher' instead,/tmp/binarydeb/ros-kinetic-robot-state-publisher-1.13.7/src/joint_state_listener.cpp,main,171,/rosout
1583763060240349471,13,1583763026498925139,,2,/robomuse_hw,Dynamic Reconfigure:
DynamicParams:
	Odometry parameters:
		left wheel radius: 1
		right wheel radius: 1
		wheel separation: 1
	Publication parameters:
		Publish executed velocity command: 0
		Publication rate: 10
		Publish frame odom on tf: 1,/tmp/binarydeb/ros-kinetic-diff-drive-controller-0.13.6/src/diff_drive_controller.cpp,DiffDriveController::reconfCallback,700,/rosout,/lmotor_cmd,/rmotor_cmd,/lwheel_ticks,/rwheel_ticks,/robomuse_diff/odom,/tf,/robomuse_diff/parameter_descriptions,/robomuse_diff/parameter_updates
1583763060251509942,37,1583763059134740596,,2,/record_1583763049030277011,Subscribing to /odom_ekf_yaw,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060251520603,38,1583763059507668160,,2,/record_1583763049030277011,Subscribing to /rwheel,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060251607239,39,1583763059927977198,,2,/record_1583763049030277011,Subscribing to /odometry_calibrated/parameter_updates,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763061299560489,40,1583763061299479223,,2,/record_1583763049030277011,Subscribing to /point_vals,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763061558404359,1,1583763061558075984,,2,/odometry_calibration_service,20 percent calibration complete,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,calibration_protocol,164,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763061570348059,41,1583763061569976035,,2,/record_1583763049030277011,Subscribing to /robomuse_diff/cmd_vel,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763063158700469,2,1583763063158162631,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272925,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063158727238,3,1583763063158247276,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215449,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063158740312,4,1583763063158308157,,2,/odometry_calibration_service,No. of Values at point P1= 1,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063358563829,5,1583763063358110801,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272931,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063358573501,6,1583763063358166043,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215394,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063358580541,7,1583763063358200976,,2,/odometry_calibration_service,No. of Values at point P1= 2,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063558924579,8,1583763063558168169,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272933,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063558992013,9,1583763063558299017,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215278,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063559005307,10,1583763063558460168,,2,/odometry_calibration_service,No. of Values at point P1= 3,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063758581836,11,1583763063758173356,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272934,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063758706575,12,1583763063758300745,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215185,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063758800201,13,1583763063758606935,,2,/odometry_calibration_service,No. of Values at point P1= 4,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063958519129,14,1583763063958061347,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063958541889,15,1583763063958096841,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215042,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763063958553402,16,1583763063958135561,,2,/odometry_calibration_service,No. of Values at point P1= 5,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064158540426,17,1583763064158115580,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064158550643,18,1583763064158166961,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214848,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064158634257,19,1583763064158201738,,2,/odometry_calibration_service,No. of Values at point P1= 6,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064358598756,20,1583763064358125990,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064358610315,21,1583763064358177568,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214619,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064358618852,22,1583763064358215142,,2,/odometry_calibration_service,No. of Values at point P1= 7,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064558404100,23,1583763064558106367,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064558411891,24,1583763064558147129,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214473,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064558419521,25,1583763064558173760,,2,/odometry_calibration_service,No. of Values at point P1= 8,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064758563685,26,1583763064758139886,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064758573605,27,1583763064758183937,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214362,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064758581770,28,1583763064758217857,,2,/odometry_calibration_service,No. of Values at point P1= 9,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064958375444,29,1583763064958100854,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064958382806,30,1583763064958138330,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214248,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064958443621,31,1583763064958202854,,2,/odometry_calibration_service,No. of Values at point P1= 10,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065158500989,32,1583763065158090079,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065158515834,33,1583763065158131153,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214135,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065158523992,34,1583763065158164120,,2,/odometry_calibration_service,No. of Values at point P1= 11,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065358570318,35,1583763065358125938,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065358588974,36,1583763065358194348,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214001,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065358601221,37,1583763065358239531,,2,/odometry_calibration_service,No. of Values at point P1= 12,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065558674983,38,1583763065558151242,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065558698415,39,1583763065558227237,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213896,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065558722226,40,1583763065558272843,,2,/odometry_calibration_service,No. of Values at point P1= 13,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065758487546,41,1583763065758118111,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065758498531,42,1583763065758191180,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213765,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065758507377,43,1583763065758241788,,2,/odometry_calibration_service,No. of Values at point P1= 14,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065958636036,44,1583763065958129360,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065958865884,45,1583763065958283348,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213623,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065958882050,46,1583763065958373170,,2,/odometry_calibration_service,No. of Values at point P1= 15,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066158425072,47,1583763066158067122,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066158498013,48,1583763066158138371,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213475,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066158510491,49,1583763066158217234,,2,/odometry_calibration_service,No. of Values at point P1= 16,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066358354844,50,1583763066358087580,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066358448354,51,1583763066358126389,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213346,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066358457122,52,1583763066358152508,,2,/odometry_calibration_service,No. of Values at point P1= 17,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066558617783,53,1583763066558137161,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066558639071,54,1583763066558197660,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213210,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066558651888,55,1583763066558274167,,2,/odometry_calibration_service,No. of Values at point P1= 18,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066758514429,56,1583763066758095197,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066758528946,57,1583763066758140492,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213086,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066758536298,58,1583763066758175102,,2,/odometry_calibration_service,No. of Values at point P1= 19,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066958473178,59,1583763066958117006,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066958482459,60,1583763066958179717,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212959,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066958561037,61,1583763066958223913,,2,/odometry_calibration_service,No. of Values at point P1= 20,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067158462651,62,1583763067158116243,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067158475683,63,1583763067158161382,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212816,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067158483901,64,1583763067158190015,,2,/odometry_calibration_service,No. of Values at point P1= 21,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067358557908,65,1583763067358086245,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067358572257,66,1583763067358131033,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212717,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067358578931,67,1583763067358160244,,2,/odometry_calibration_service,No. of Values at point P1= 22,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067558403647,68,1583763067558100048,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067558411405,69,1583763067558135570,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212569,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067558488897,70,1583763067558161172,,2,/odometry_calibration_service,No. of Values at point P1= 23,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067758448597,71,1583763067758064113,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
