1583763064017305944,6395,1583763063958061347,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064045303223,6396,1583763063958096841,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.215042,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064045316503,6397,1583763063958135561,,2,/odometry_calibration_service,No. of Values at point P1= 5,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064214196518,6398,1583763064158115580,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064236108764,6399,1583763064158166961,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214848,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064236129060,6400,1583763064158201738,,2,/odometry_calibration_service,No. of Values at point P1= 6,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064414741767,6401,1583763064358125990,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272935,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064435785680,6402,1583763064358177568,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214619,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064439858410,6403,1583763064358215142,,2,/odometry_calibration_service,No. of Values at point P1= 7,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064617166120,6404,1583763064558106367,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064635122663,6405,1583763064558147129,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214473,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064674188839,6406,1583763064558173760,,2,/odometry_calibration_service,No. of Values at point P1= 8,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064836408597,6407,1583763064758139886,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064898833760,6408,1583763064758183937,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214362,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763064916660847,6409,1583763064758217857,,2,/odometry_calibration_service,No. of Values at point P1= 9,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065011276839,6410,1583763064958100854,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065021977717,6411,1583763064958138330,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214248,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065039362970,6412,1583763064958202854,,2,/odometry_calibration_service,No. of Values at point P1= 10,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065199169207,6413,1583763065158090079,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065215386749,6414,1583763065158131153,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214135,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065215499983,6415,1583763065158164120,,2,/odometry_calibration_service,No. of Values at point P1= 11,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065409127971,6416,1583763065358125938,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065439458289,6417,1583763065358194348,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.214001,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065455998485,6418,1583763065358239531,,2,/odometry_calibration_service,No. of Values at point P1= 12,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065576068508,6419,1583763065558151242,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272936,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065610146330,6420,1583763065558227237,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213896,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065633398772,6421,1583763065558272843,,2,/odometry_calibration_service,No. of Values at point P1= 13,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065770625291,6422,1583763065758118111,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065815452415,6423,1583763065758191180,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213765,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065820858937,6424,1583763065758241788,,2,/odometry_calibration_service,No. of Values at point P1= 14,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763065971506325,6425,1583763065958129360,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066010010128,6426,1583763065958283348,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213623,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066020415785,6427,1583763065958373170,,2,/odometry_calibration_service,No. of Values at point P1= 15,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066209453356,6428,1583763066158067122,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066219087217,6429,1583763066158138371,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213475,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066219110069,6430,1583763066158217234,,2,/odometry_calibration_service,No. of Values at point P1= 16,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066415864501,6431,1583763066358087580,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066426896227,6432,1583763066358126389,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213346,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066426903957,6433,1583763066358152508,,2,/odometry_calibration_service,No. of Values at point P1= 17,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066609304150,6434,1583763066558137161,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066619539897,6435,1583763066558197660,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213210,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066619559271,6436,1583763066558274167,,2,/odometry_calibration_service,No. of Values at point P1= 18,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066771036256,6437,1583763066758095197,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066814073237,6438,1583763066758140492,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.213086,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066819836287,6439,1583763066758175102,,2,/odometry_calibration_service,No. of Values at point P1= 19,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763066983917501,6440,1583763066958117006,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067016153132,6441,1583763066958179717,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212959,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067042857816,6442,1583763066958223913,,2,/odometry_calibration_service,No. of Values at point P1= 20,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067209354429,6443,1583763067158116243,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067234136519,6444,1583763067158161382,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212816,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067234146414,6445,1583763067158190015,,2,/odometry_calibration_service,No. of Values at point P1= 21,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067409272847,6446,1583763067358086245,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067424806083,6447,1583763067358131033,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212717,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067452359859,6448,1583763067358160244,,2,/odometry_calibration_service,No. of Values at point P1= 22,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067615237616,6449,1583763067558100048,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067623543302,6450,1583763067558135570,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212569,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067645486081,6451,1583763067558161172,,2,/odometry_calibration_service,No. of Values at point P1= 23,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067775915444,6452,1583763067758064113,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067809779872,6453,1583763067758099185,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212456,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067835860841,6454,1583763067758124286,,2,/odometry_calibration_service,No. of Values at point P1= 24,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068015759080,6455,1583763067958162109,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068020497533,6456,1583763067958223496,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212316,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068020515472,6457,1583763067958263327,,2,/odometry_calibration_service,No. of Values at point P1= 25,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068220384401,6458,1583763068158087544,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068229356531,6459,1583763068158137953,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212199,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068246477575,6460,1583763068158171253,,2,/odometry_calibration_service,No. of Values at point P1= 26,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068410887478,6461,1583763068358125008,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068439453809,6462,1583763068358180014,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212099,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068472693917,6463,1583763068358215688,,2,/odometry_calibration_service,No. of Values at point P1= 27,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068610538679,6464,1583763068558115147,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068624762697,6465,1583763068558211019,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211974,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068636594388,6466,1583763068558274227,,2,/odometry_calibration_service,No. of Values at point P1= 28,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068783470597,6467,1583763068758113639,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068819566449,6468,1583763068758158285,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211876,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068835837708,6469,1583763068758204925,,2,/odometry_calibration_service,No. of Values at point P1= 29,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068974054447,6470,1583763068958120214,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069014327383,6471,1583763068958171636,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211773,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069019916521,6472,1583763068958205018,,2,/odometry_calibration_service,No. of Values at point P1= 30,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069214589335,6473,1583763069158094295,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
